id,from,type,text,date,year,month,day,hour,message_length,count_emoji,emoji
624,ОТЦЫ РЯДОМ online,message,          ,2024-06-26 19:00:09,2024,6,Wednesday,19,10,0,[]
625,ОТЦЫ РЯДОМ online,message,"🧑🏼‍🦱👩🏻МОЛОДЁЖЬ! 👶🏼👧🏽 ДЕТИ! 👨🏻‍🦰👱🏻‍♂️👨🏼‍🦳👵🏼ВЗРОСЛЫЕ!
 
❕29 ИЮНЯ 2024 ГОДА приглашаем вас на крутейшее молодёжное событие года - Фестиваль молодёжи в Парке Победы, реализуемый Межрегиональной общественной организацией содействия сохранению духовного, культурного и исторического наследия, популяризации спорта, формированию и развитию личности и общества, патриотическому воспитанию «Отцы рядом» при поддержке Музея Победы совместно с Правительством Москвы.

Что вас ждёт?

- Увлекательные спортивные соревнования: функционал, фитбоксинг, самбо, удержание гири

- Военно-патриотические мастер-классы: сбор-разбор автомата, надевание и снятие на время общевойскового защитного комплекта и лёгкого защитного костюма Л-1

- Выступление блогеров: 1️⃣ Александра Липового - многократного чемпиона мира по боксу и кикбоксингу, 2️⃣ Анны Гороховой - победительницы 3-го сезона популярного реалити-шоу «Пацанки» на телеканале «Пятница!»

- Мощная концертная программа: 
- 1. радиоведущий, блогер, певец Павел РУССКИЙ - авторская песня «Россия», «Солдат», «Небо», «Домой».
- 2. ведущая, блогер, певец Екатерина ПОНОМАРЁВА - авторская песня «Баллада о сёстрах».
- 3. вокальная студия «Дарование» (лауреаты ряда мировых Гран-при Алина Петрова, Арина Бородина, Дарья Свешникова, Полина Теплякова, Людмила Шакур)
- 4. RêVES - танцевальная группа cover dance
- Анастасия Зубова - автор песен, народный певец
- и многие другие
- Призы и подарки

На мероприятие приглашены все категории граждан, включая многодетные семьи, инвалидов, детей-сирот, юнармейцев, школьников, студентов!

Вход свободный. Начало в 13:00.

Ждем вас на фестивале «День молодёжи»!

          ",2024-06-26 19:03:41,2024,6,Wednesday,19,1647,12,"['🧑', '👩', '👶', '👧', '👨', '👱', '♂️', '👨', '👵', '❕', '1️⃣', '2️⃣']"
626,ОТЦЫ РЯДОМ online,message,"📍Россия , День молодёжи, 27 июня 2024

👩🏻‍🏫👨🏼‍🎓👷🏼🧑🏼‍🦱👩🏻‍🦰👨🏻‍🦰👱🏼‍♀️👩🏻👩‍🦳👱🏻‍♂️ Даёшь молодёжь! Дайте шума! 🏎️💨",2024-06-27 17:23:18,2024,6,Thursday,17,108,17,"['📍', '👩', '🏫', '👨', '🎓', '👷', '🧑', '👩', '👨', '👱', '♀️', '👩', '👩\u200d🦳', '👱', '♂️', '🏎️', '💨']"
627,ОТЦЫ РЯДОМ online,message,"📍Россия , День молодёжи, 27 июня 2024

🚴🏻‍♀️🤽🏻🤾🏼‍♂️🤼🪂🏋🏼‍♀️👩🏻‍🏫👨🏼‍🎓👷🏼🧑🏼‍🦱👩🏻‍🦰👨🏻‍🦰👱🏼‍♀️👩🏻👩‍🦳👱🏻‍♂️ Даёшь молодёжь! Дайте шума! 🏎️💨

🧏🏼‍♂️ Отцы - это не просто мужчины, которые живут рядом с нами, это настоящие герои, которые всегда готовы поддержать, помочь и укрепить нашу молодёжь! Именно поэтому Межрегиональная общественная организация «Отцы рядом» особый акцент делает на взаимодействие с молодёжными сообществами, движениями, тусовками!

🙋🏼‍♂️ Ведь отцы играют огромную роль 🗽 в нашей жизни: они являются примером для подражания, советчиками, друзьями, защитниками и теми, кто всегда готов выслушать и поддержать. Именно поэтому их влияние на молодёжь так велико!

⚪️⚫️🟠 Межрегиональная общественная организация «Отцы рядом» работает над тем, чтобы сделать мир лучше для нас всех. Общественные деятели проводят различные мероприятия, соревнования, тренинги, семинары, встречи и конференции, нацеленные на то, чтобы помочь отцам, семьям и подрастающему поколению в просветительских и правовых вопросах, а молодёжи - в самореализации и построении настоящей и будущей жизни 🤙🏼💪🏼

🤝🏼 Взаимодействие «Отцов рядом» с молодежью нашей страны - это не просто сотрудничество, это создание новой культуры взаимодействия, где каждый чувствует себя важным и нужным. Где отцы и молодежь - это не две отдельные категории, а единое целое, сплоченное стремлением к лучшему.

☑️ Благодарим ВАС за поддержку Межрегиональной общественной организации «Отцы рядом» в наших больших делах! Давайте вместе создадим мир, где рядом с каждым человеком будет надёжный Отец, готовый пройти весь путь жизни рядом с нами! 👨‍👧‍👦🌟 

ОТЦЫ РЯДОМ х SHDW WORKS

📸🎥🎞️ Разогреваемся перед Фестивалем молодёжи 29 июня в СМИ: 

1. 
2. 
3. 
4. 

       ",2024-06-27 17:23:53,2024,6,Thursday,17,1713,42,"['📍', '🚴', '♀️', '🤽', '🤾', '♂️', '🤼', '🪂', '♀️', '👩', '🏫', '👨', '🎓', '👷', '🧑', '👩', '👨', '👱', '♀️', '👩', '👩\u200d🦳', '👱', '♂️', '🏎️', '💨', '🧏', '♂️', '🙋', '♂️', '🗽', '⚪', '⚫', '🟠', '🤙', '💪', '🤝', '☑️', '👨\u200d👧\u200d👦', '🌟', '📸', '🎥', '🎞️']"
628,ОТЦЫ РЯДОМ online,message,"📍Москва, Московский государственный юридический университет имени О.Е.Кутафина (МГЮА), Всероссийская научно-практическая конференция «Правовое обеспечение государственной демографической политики в условиях современных вызовов», 28 июня 2024

🎓 Сегодня в рамках Всероссийской научно-практической конференции в секции «Актуальные вопросы соблюдения баланса интересов членов семьи» Председатель МОО «Отцы рядом» Иван Курбаков защитил доклад «Вопросы реализации прав и интересов ребёнка: теория и проблемы правоприменения», в котором поднял вопросы конституционной защиты прав, конкретизации определений мнения, желания и интересов ребёнка, проблемы правоприменения, целесообразность привлечения СМИ к решению вопросов детско-родительских отношений, проблемы судебной практики дискриминации права ребёнка на полноценное воспитание обоими родителями, индуцирования и психологического насилия над детьми и прочие вопросы.",2024-06-28 18:16:45,2024,6,Friday,18,916,2,"['📍', '🎓']"
629,ОТЦЫ РЯДОМ online,message,,2024-06-28 18:16:45,2024,6,Friday,18,0,0,[]
630,ОТЦЫ РЯДОМ online,message,,2024-06-28 18:16:45,2024,6,Friday,18,0,0,[]
631,ОТЦЫ РЯДОМ online,message,,2024-06-28 18:16:45,2024,6,Friday,18,0,0,[]
632,ОТЦЫ РЯДОМ online,message,,2024-06-28 18:16:45,2024,6,Friday,18,0,0,[]
633,ОТЦЫ РЯДОМ online,message,,2024-06-28 18:16:45,2024,6,Friday,18,0,0,[]
634,ОТЦЫ РЯДОМ online,message,,2024-06-28 18:16:45,2024,6,Friday,18,0,0,[]
635,ОТЦЫ РЯДОМ online,message,,2024-06-28 18:16:45,2024,6,Friday,18,0,0,[]
636,ОТЦЫ РЯДОМ online,message,"УЧАСТВУЙ В РОЗЫГРЫШЕ❗️Совместный проект 🇷🇺 Межрегиональной общественной организации «Отцы рядом» и  ивент-команды «P.R.O.M.O.»   🤍🖤🧡 Фото-челлендж «ОТЦЫ РЯДОМ С МОЛОДЁЖЬЮ!»  Условия: размести в соцсетях семейное фото с табличкой «ОТЦЫ РЯДОМ», приуроченное ко Дню Молоджи с хэштегами  .R.O.MO.event   Подпишись на наши группы в VK () и Telegram () и кидай ссылку на свой пост в комментарии к  и   🔖 Мы запустим голосование 28 июня и подведём итоги уже на Фестивале в Парке Победы 29 июня! Фото, набравшее больше всего голосов, станет победителем и получит приз от организаторов!   🎖️Стань звездой Фестиваля в Парке Победы 29 июня 2024, где пройдет награждение победителя!    🏆 Получи главный приз!   🚀 Спеши!    🏎️💨 Поехали!",2024-06-28 21:19:36,2024,6,Friday,21,723,11,"['❗', '🇷🇺', '🤍', '🖤', '🧡', '🔖', '🎖️', '🏆', '🚀', '🏎️', '💨']"
637,Сын варзона,message,Дайте премию Ивану Александровичу он слишком милый,2024-06-28 21:43:56,2024,6,Friday,21,50,0,[]
638,Сын варзона,message,,2024-06-28 21:54:39,2024,6,Friday,21,0,0,[]
643,Мария Косова,message,Спасибо за праздник. Очень душевно.,2024-06-29 19:55:35,2024,6,Saturday,19,35,0,[]
644,Sergey V,message,"🤜🤛 Отцы рядом,  спасибо всем за мероприятие! Очень важное дело для ребят делаете!",2024-06-29 20:12:25,2024,6,Saturday,20,81,2,"['🤜', '🤛']"
645,Евгений,message,Всем спасибо за отличное настроение 🙂 Отцы рядом,2024-06-29 20:14:29,2024,6,Saturday,20,48,1,['🙂']
646,Татьяна,message,"Очень хорошее мероприятие, побольше бы таких👍👍👍спасибо большое организаторам, особенно Ивану, Евгению и Екатерине",2024-06-29 20:15:04,2024,6,Saturday,20,113,3,"['👍', '👍', '👍']"
647,Татьяна,message,,2024-06-29 20:15:04,2024,6,Saturday,20,0,0,[]
648,المحارب,message,Всем спасибо 💪все на уровне 💪,2024-06-29 20:21:14,2024,6,Saturday,20,29,2,"['💪', '💪']"
650,Евгений,message,Это было круто 🙂,2024-06-29 20:37:55,2024,6,Saturday,20,16,1,['🙂']
651,Марина Склярова,message,Спасибо организаторам за такое активное мероприятие! Дети были в восторге!❤️,2024-06-29 20:39:14,2024,6,Saturday,20,76,1,['❤️']
652,𝒩𝒶𝓉𝒶𝓁𝓎𝒶,message,"Спасибо за празник!
❤️❤️❤️",2024-06-29 20:43:49,2024,6,Saturday,20,26,3,"['❤️', '❤️', '❤️']"
653,:ⒸÖндрей Вольнов,message,"Было очень здорово, Отцы Рядом!",2024-06-29 20:48:30,2024,6,Saturday,20,31,0,[]
654,ЕвгениЯ Evgeniya,message,"Организация супер, призы великолепные, все люди очень позитивные и красивые!!! Спасибо, что делаете такое важное дело!!!",2024-06-29 21:38:10,2024,6,Saturday,21,120,0,[]
655,ОТЦЫ РЯДОМ online,message,"🚀День молодежи в «Парке Победы.  Главном патриотическом» прошел ярко и спортивно! 

 провели культурно-спортивный фестиваль «День молодёжи в Парке Победы». 

⭐️Каждый посетитель мог сдать спортивные нормативы со своей семьей. На «Фронтовой агитбригаде» выступили музыканты и юные спортсмены-самбисты. 

Проект реализуется Правительством Москвы совместно с Музеем Победы.",2024-06-29 23:22:48,2024,6,Saturday,23,370,2,"['🚀', '⭐']"
656,ОТЦЫ РЯДОМ online,message,"📸🎥🎞️ Мы в СМИ. Фестиваль молодёжи в Парке Победы 29 июня 2024

🗽🇷🇺 Время рассказать вам, как вчера мы пошумели не только на весь город, но и на страну - без преувеличений, Парк Победы - площадка федеральная!

 1.  2. 
 3. 
 4. 
 5. 
 6. 
 7. 
 8. ",2024-06-30 16:01:36,2024,6,Sunday,16,247,5,"['📸', '🎥', '🎞️', '🗽', '🇷🇺']"
657,ОТЦЫ РЯДОМ online,message,,2024-06-30 16:01:36,2024,6,Sunday,16,0,0,[]
658,ОТЦЫ РЯДОМ online,message,,2024-06-30 16:01:36,2024,6,Sunday,16,0,0,[]
659,ОТЦЫ РЯДОМ online,message,,2024-06-30 16:01:36,2024,6,Sunday,16,0,0,[]
660,ОТЦЫ РЯДОМ online,message,,2024-06-30 16:01:36,2024,6,Sunday,16,0,0,[]
661,ОТЦЫ РЯДОМ online,message,,2024-06-30 16:01:36,2024,6,Sunday,16,0,0,[]
662,ОТЦЫ РЯДОМ online,message,,2024-06-30 16:01:36,2024,6,Sunday,16,0,0,[]
663,ОТЦЫ РЯДОМ online,message,,2024-06-30 16:01:36,2024,6,Sunday,16,0,0,[]
664,ОТЦЫ РЯДОМ online,message,,2024-06-30 16:01:36,2024,6,Sunday,16,0,0,[]
665,Сашечка,message,Все было очень круто!!!,2024-07-01 00:29:55,2024,7,Monday,0,23,0,[]
666,ОТЦЫ РЯДОМ online,message,"🌟 Фестиваль молодёжи в Парке Победы 29 июня 2024🌟

🧗🏼Мотивация молодёжи и демонстрация на личном примере, что покорять вершины, несмотря на любые трудности по силам каждому - вот чем было наполнено начало фестиваля от Президента Благотворительного фонда развития физической культуры и спорта - чемпиона мира по боксу и кикбоксингу Александра Липового -  амбассадора Межрегиональной общественной организации «Отцы рядом»! 🥊💪🏼

🎆 Просветительские и спортивные проекты объединяют нас в целях поддержки семейных ценностей, развития здорового образа жизни и пропаганды спорта среди молодежи. Мы верим, что совместными усилиями мы сможем сделать мир лучше, здоровее и спортивнее! 💖

🏆 Следите за нашими совместными проектами, мероприятиями и акциями - вас ждут увлекательные спортивные мероприятия, позитивные эмоции и море новых впечатлений! Спорт - это жизнь, а вместе мы сила! 💫💥

  ",2024-07-01 09:01:22,2024,7,Monday,9,880,10,"['🌟', '🌟', '🧗', '🥊', '💪', '🎆', '💖', '🏆', '💫', '💥']"
667,ОТЦЫ РЯДОМ online,message,,2024-07-01 09:01:22,2024,7,Monday,9,0,0,[]
668,ОТЦЫ РЯДОМ online,message,,2024-07-01 09:01:22,2024,7,Monday,9,0,0,[]
669,ОТЦЫ РЯДОМ online,message,,2024-07-01 09:01:22,2024,7,Monday,9,0,0,[]
670,ОТЦЫ РЯДОМ online,message,"🏆 29 июня на Фестивале молодёжи, организованном Межрегиональной общественной организации «Отцы рядом» совместно с партнёрами: Благотворительный Фонд развития физической культуры и спорта, Благотворительный Фонд «Ветер», ивент-команды P.R.O.M.O., Московским региональным отделением Федерации лиц с интеллектуальными нарушениями, спортивный клуб ELKAS, сеть тренажёрных залов Time2Fit, при содействии Правительства Москвы и Парка Победы, прошли захватывающие соревнования по самбо, фитбоксингу, баланс-борду, функционалу и удержанию гири! 💪🏼

🥊 Спортсмены показали свои навыки и силу духа, борясь за победу и титул чемпиона! Было круто наблюдать за их энергией и преданностью спорту 🏆

💥 Поздравляем всех участников и победителей, вы стали настоящим примером для других! Спасибо за яркие эмоции и бои на ринге - вы просто молодцы! 👏🏼

🌟 Спорт объединяет и вдохновляет, и мы всей большой командой рады быть частью этого великолепного мероприятия! Огромное спасибо нашим активистам и волонтёрам за организацию и поддержку!",2024-07-01 12:04:51,2024,7,Monday,12,1018,7,"['🏆', '💪', '🥊', '🏆', '💥', '👏', '🌟']"
671,ОТЦЫ РЯДОМ online,message,,2024-07-01 12:04:51,2024,7,Monday,12,0,0,[]
672,ОТЦЫ РЯДОМ online,message,,2024-07-01 12:04:51,2024,7,Monday,12,0,0,[]
673,ОТЦЫ РЯДОМ online,message,,2024-07-01 12:04:51,2024,7,Monday,12,0,0,[]
674,ОТЦЫ РЯДОМ online,message,,2024-07-01 12:04:51,2024,7,Monday,12,0,0,[]
675,ОТЦЫ РЯДОМ online,message,,2024-07-01 12:04:51,2024,7,Monday,12,0,0,[]
676,ОТЦЫ РЯДОМ online,message,,2024-07-01 12:04:51,2024,7,Monday,12,0,0,[]
677,ОТЦЫ РЯДОМ online,message,,2024-07-01 12:04:51,2024,7,Monday,12,0,0,[]
678,ОТЦЫ РЯДОМ online,message,,2024-07-01 12:04:51,2024,7,Monday,12,0,0,[]
679,ОТЦЫ РЯДОМ online,message,,2024-07-01 12:04:51,2024,7,Monday,12,0,0,[]
680,. .,message,,2024-07-01 20:12:56,2024,7,Monday,20,0,0,[]
681,. .,message,Классное спортивное мероприятие было 💪👏 Нам с сыном очень понравилось 🤩👏👏👍👍,2024-07-01 20:15:19,2024,7,Monday,20,75,7,"['💪', '👏', '🤩', '👏', '👏', '👍', '👍']"
682,ОТЦЫ РЯДОМ online,message,"🎖️🧑🏼‍🦱👱🏼‍♀️👱🏼👩🏻 Фестиваль молодёжи в Парке Победы 29 июня 2024 

Наша молодёжь самая патриотичная! 🇷🇺💪🏼 

На Фестивале молодёжи, организованном Межрегиональной общественной организацией «Отцы рядом» совместно с Парком Победы при поддержке Правительства Москвы и партнёров, дети, молодёжь и взрослые погрузились в атмосферу военно-патриотической подготовки. Ребята узнали, как собирать и разбирать автомат «Калашников» и пистолет «ПМ», надевать и снимать общевойсковой защитный комплект и Л-1. А также открывали для себя мир учебной ручной гранаты. Это был настоящий квест для души и тела! 

🗯️ Кстати, ответственный по военно-патриотической станции, активист Организации - Руслан Белый, знает об оружии не понаслышке 😉🎖️🪖.  Спасибо всем, кто участвовал и принимал участие в нашем увлекательном мероприятии! 🇷🇺🔥

🚩Сегодня, больше чем когда-либо важно обратить внимание на военно-патриотическую и просветительскую работу среди молодежи. Мы должны помнить о нашей истории, уважать наших героев и беречь мирное небо над головой.",2024-07-02 15:00:09,2024,7,Tuesday,15,1024,15,"['🎖️', '🧑', '👱', '♀️', '👱', '👩', '🇷🇺', '💪', '🗯️', '😉', '🎖️', '🪖', '🇷🇺', '🔥', '🚩']"
683,ОТЦЫ РЯДОМ online,message,,2024-07-02 15:00:09,2024,7,Tuesday,15,0,0,[]
684,ОТЦЫ РЯДОМ online,message,,2024-07-02 15:00:09,2024,7,Tuesday,15,0,0,[]
685,ОТЦЫ РЯДОМ online,message,,2024-07-02 15:00:09,2024,7,Tuesday,15,0,0,[]
686,ОТЦЫ РЯДОМ online,message,"🚴🏼‍♂️🥁🪇🎺🏆🎖️🧑🏼‍🦱👱🏼‍♀️👱🏼👩🏻 Фестиваль молодёжи в Парке Победы 29 июня 2024 

Обучение молодежи патриотизму и уважению к служению своему государству 🇷🇺 - это не только обязанность, но и возможность воспитать крепких, ответственных граждан. Помните, что в руках молодых людей лежит будущее нашей Родины.

🔉 Поддерживайте военно-патриотические клубы, участвуйте в мероприятиях, посвященных истории России. Помогите молодежи понять, как важно ценить свою страну и беречь ее мир и порядок.

✅ Давайте вместе делать наше общество сильнее и единее!

          ",2024-07-02 16:01:25,2024,7,Tuesday,16,550,14,"['🚴', '♂️', '🥁', '🎺', '🏆', '🎖️', '🧑', '👱', '♀️', '👱', '👩', '🇷🇺', '🔉', '✅']"
687,ОТЦЫ РЯДОМ online,message,,2024-07-02 16:01:25,2024,7,Tuesday,16,0,0,[]
688,ОТЦЫ РЯДОМ online,message,,2024-07-02 16:01:25,2024,7,Tuesday,16,0,0,[]
689,ОТЦЫ РЯДОМ online,message,"⚪️⚫️🟠 «Отцы рядом» - это не просто организация 🏢🗺️🤼‍♂️🏋🏼‍♀️ 🌏🌍🌎💼🎓🎩👔👨‍👩‍👧‍👦🧑🏽‍⚖️👩🏼‍🚒👨🏻‍✈️🧑🏼‍💻🧑🏼‍🏭👨🏼‍🎓🧑🏽‍🍳🕵🏻👷🏼👮🏻‍♀️, это настоящая команда отцов и их семей, которые готовы делиться опытом и поддерживать друг друга в любой ситуации. 🤝

🔉Сегодня мы хотим поделиться радостью и впечатлениями от нашей последней просветительской экскурсии для детей по красивому Санкт-Петербургу 🏰🌃

🔳 Во время белых ночей ребята не только узнали много интересного о истории и архитектуре города, но и нашли новых друзей среди сильных и заботливых отцов разных профессий.

🏵️ Мы гордимся тем, что наши отцы не просто отличные специалисты, но и замечательные родители, готовые уделять время и внимание интересам своих детей. 💪🏼❤️

🗯️ Следите за нашими мероприятиями и присоединяйтесь к нашей дружной команде отцов в вашем городе! Вместе мы сможем сделать мир ярче и добрее 🌞🌟✨
🤍🖤🧡",2024-07-03 09:01:51,2024,7,Wednesday,9,856,47,"['⚪', '⚫', '🟠', '🏢', '🗺️', '🤼\u200d♂️', '♀️', '🌏', '🌍', '🌎', '💼', '🎓', '🎩', '👔', '👨\u200d👩\u200d👧\u200d👦', '🧑', '⚖️', '👩', '🚒', '👨', '✈️', '🧑', '💻', '🧑', '🏭', '👨', '🎓', '🧑', '🍳', '👷', '👮', '♀️', '🤝', '🔉', '🏰', '🌃', '🔳', '🏵️', '💪', '❤️', '🗯️', '🌞', '🌟', '✨', '🤍', '🖤', '🧡']"
690,ОТЦЫ РЯДОМ online,message,"🚴🏼‍♂️🥁🪇🎺🏆🎖️🧑🏼‍🦱👱🏼‍♀️👱🏼👩🏻 Фестиваль молодёжи в Парке Победы 29 июня 2024 

🎖️Под открытым небом, среди зелёных деревьев и в месте исторической памяти нашего Отечества 🇷🇺 и молодых людей, зазвучали голоса начинающих и опытных артистов на Фестивале молодёжи, организованном Межрегиональной общественной организацией «Отцы рядом». Парк Победы стал настоящим центром творчества и радости 29 июня!

🎙️🕺🏼💃🏼 Здесь встретились самые талантливые певцы и танцоры, чтобы показать всей стране своё мастерство и страсть к искусству. Яркие и креативные таланты взошли на сцену и поразили зрителей своими выступлениями, захватывающими и волнующими до глубины души!

🏵️ Павел Русский  (Павел Русский), Екатерина Пономарева, Илья Захаров, Анастасия Зубова, Алина Хадарцева, Синай, группа «Ядерный удар»  (Сухин - «Ядерный удар» музыкальная группа), Дэниэл Короб - вот звёзды крутейшего молодёжного события этого лета!",2024-07-03 18:00:53,2024,7,Wednesday,18,899,17,"['🚴', '♂️', '🥁', '🎺', '🏆', '🎖️', '🧑', '👱', '♀️', '👱', '👩', '🎖️', '🇷🇺', '🎙️', '🕺', '💃', '🏵️']"
691,ОТЦЫ РЯДОМ online,message,,2024-07-03 18:00:53,2024,7,Wednesday,18,0,0,[]
692,ОТЦЫ РЯДОМ online,message,,2024-07-03 18:00:53,2024,7,Wednesday,18,0,0,[]
693,ОТЦЫ РЯДОМ online,message,,2024-07-03 18:00:53,2024,7,Wednesday,18,0,0,[]
694,ОТЦЫ РЯДОМ online,message,,2024-07-03 18:00:53,2024,7,Wednesday,18,0,0,[]
695,ОТЦЫ РЯДОМ online,message,,2024-07-03 18:00:53,2024,7,Wednesday,18,0,0,[]
696,ОТЦЫ РЯДОМ online,message,,2024-07-03 18:00:53,2024,7,Wednesday,18,0,0,[]
697,ОТЦЫ РЯДОМ online,message,,2024-07-03 18:00:53,2024,7,Wednesday,18,0,0,[]
698,ОТЦЫ РЯДОМ online,message,,2024-07-03 18:00:53,2024,7,Wednesday,18,0,0,[]
699,ОТЦЫ РЯДОМ online,message,"❗️ДОРОГИЕ ДРУЗЬЯ!
 
❕7 ИЮЛЯ 2024 ГОДА с 13:00 до 17:00 ПРИГЛАШАЕМ ВСЕХ В ПАРК ПОБЕДЫ - МУЗЕЙ Г.О.Р.А. ПОД ОТКРЫТЫМ НЕБОМ НА КРУТЕЙШЕЕ СЕМЕЙНОЕ СОБЫТИЕ ГОДА - ФЕСТИВАЛЬ «МЫ СЕМЬЯ!» в честь Дня семьи, любви и верности!

Что вас ждёт?

- Крутая концертная программа: мощные песни, зажигательные танцы;
- ⁠Выступление знаменитых рекордсменов книги рекордов Гиннесса, блогеров и представителей Государственной Думы ФС РФ;
- ⁠Спортивные состязания по гиревому спорту, самбо и фитбоксингу;
- ⁠Бесплатная экскурсия по музею военной техники «Г.О.Р.А» в Парке Победы под открытым небом!
- Интерактивные мастер-классы!
- ⁠Вход по приглашениям бесплатный! [обычный вход в Музей «Г.О.Р.А. 350₽]
- ⁠ТОРТ НА 250 человек в конце!

🔽 Пишите в комментариях или в личные сообщения",2024-07-04 15:01:09,2024,7,Thursday,15,761,3,"['❗', '❕', '🔽']"
700,المحارب,message,Самбо вроде тоже как бы было 😁,2024-07-04 15:34:43,2024,7,Thursday,15,30,1,['😁']
701,ОТЦЫ РЯДОМ online Chat,message,Это впереди ;),2024-07-04 15:37:33,2024,7,Thursday,15,14,0,[]
702,المحارب,message,Однозначно 💪💪дальше больше,2024-07-04 15:54:31,2024,7,Thursday,15,26,2,"['💪', '💪']"
703,ОТЦЫ РЯДОМ online,message,"🎉 29 июня в Парке Победы прошёл захватывающий Фестиваль молодёжи, организованный Межрегиональной общественной организацией «Отцы рядом»! 

🎥🎙️Наши коллеги-журналисты с телеканала «РЕЗОНАНС ТВ» были на месте с самого утра и готовы рассказать вам обо всем, что происходило на этом уникальном мероприятии. Молодые люди, дети, взрослые со всех уголков страны собрались здесь, чтобы отметить День молодёжи весёлыми конкурсами, спортивными соревнованиями, яркими выступлениями и военно-патриотическими мастер-классами.

❕Следите за новостями нашего канала, чтобы быть в курсе всех самых интересных событий города!🌟🎥

    










",2024-07-05 09:01:33,2024,7,Friday,9,626,6,"['🎉', '🎥', '🎙️', '❕', '🌟', '🎥']"
704,Skeleton,message,"Там моя сестра!) Мы там были, она заняла 1 место, а я 2)",2024-07-05 14:16:26,2024,7,Friday,14,56,0,[]
705,Ешечка,message,Я хочу),2024-07-05 19:05:44,2024,7,Friday,19,7,0,[]
706,ОТЦЫ РЯДОМ online Chat,message,Приходите! Проход через ворота 3. Пароль на входе «Шмель» 🐝.,2024-07-05 20:05:31,2024,7,Friday,20,60,1,['🐝']
707,ОТЦЫ РЯДОМ online,message,Все сюда! Мощное военное мероприятие! Стратегическое сотрудничество с ведомствами и культурными пространствами - база успешного развития гражданского общества!,2024-07-06 11:01:20,2024,7,Saturday,11,159,0,[]
708,ОТЦЫ РЯДОМ online,message,,2024-07-06 11:01:20,2024,7,Saturday,11,0,0,[]
709,ОТЦЫ РЯДОМ online,message,"⚡️«Один день с Росгвардией» в Парке Победы

В субботу 6 июля на Поклонной горе пройдет мероприятие Федеральной службы войск национальной гвардии Российской Федерации

🚔Посетители ознакомятся с уникальной выставкой бронетехники, оружия и специальных средств Росгвардии, выставкой поисковиков и историков ведомства. 

Все желающие смогут поучаствовать в мастер-классах по метанию ножей и проверить свою меткость в тире. А также станут зрителями концертной программы с участием Ансамбля песни и пляски, и военного оркестра Центрального округа Росгвардии, показательных выступление кинологов с демонстрацией работы служебных собак.

🔥Программа будет интересной и разнообразной. Это отличная возможность увлекательно провести выходной, узнать больше о работе Росгвардии!

📍Место: Поклонная гора, Парк Победы
📍Дата: 06.07.2024, 11:40-17:00

Проект реализуется Правительством Москвы совместно с Музеем Победы.",2024-07-06 11:01:20,2024,7,Saturday,11,902,5,"['⚡', '🚔', '🔥', '📍', '📍']"
710,ОТЦЫ РЯДОМ online,message,"Держим на общественном контроле! 

⬜️⬛️🟧

Желающие присоединиться к профессиональным консультациям юристы - пишите в сообщения нашего сообщества МОО «ОТЦЫ РЯДОМ»!
🔽



",2024-07-06 14:20:09,2024,7,Saturday,14,168,4,"['⬜', '⬛', '🟧', '🔽']"
711,ОТЦЫ РЯДОМ online,message,"📸🎥🎞️ Мы в СМИ. Фестиваль «Мы семья!» в Музее Г.О.Р.А. (Парк Победы - Поклонная гора - Москва) 7 июля 2024 

 1. 
 2. 
 3. ",2024-07-06 15:01:03,2024,7,Saturday,15,122,3,"['📸', '🎥', '🎞️']"
712,Kate Teplyakova,message,"Здравствуйте!
А как получить приглашение, чтобы бесплатно пройти ? У нас дочка поет на концерте",2024-07-06 17:14:57,2024,7,Saturday,17,95,0,[]
713,ОТЦЫ РЯДОМ online Chat,message,"Здравствуйте!
Вход для «своих» через Ворота 3, пароль «Шмель» 🐝.

Если возникнут вопросы, звоните  - Иван",2024-07-06 17:32:17,2024,7,Saturday,17,105,1,['🐝']
714,ОТЦЫ РЯДОМ online,message,"Межрегиональная общественная организация содействия сохранению духовного, культурного и исторического наследия, популяризации спорта, формированию и развитию личности и общества, патриотическому воспитанию «Отцы рядом»

Голос организации - Сергей Королёв

 ",2024-07-06 18:59:09,2024,7,Saturday,18,257,0,[]
